,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,job
70,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
71,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
72,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
73,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
74,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
75,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
76,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
77,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
78,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
79,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
80,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
81,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
82,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
83,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
84,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
85,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
86,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
87,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
88,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
89,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
90,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
91,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
92,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
93,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
94,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
95,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
96,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
97,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
98,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
99,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
100,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
101,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
102,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
103,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
104,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
105,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
106,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
107,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
108,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
109,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
110,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
111,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
112,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
113,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
114,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
115,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
116,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
117,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
118,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
119,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
120,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
121,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
122,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
123,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
124,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"ai,ml,developer	"
125,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
126,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
127,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
128,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
129,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
130,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
131,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"ai,ml,developer	"
132,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
133,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
134,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
135,0.028351396,0.378206517,-0.010232737,-0.166627401,0.219271743,0.22721741,-0.089318897,0.151204458,0.081463748,-0.157277477,-0.127912617,-0.00571401,0.058789663,0.003390306,-0.021152391,0.343974057,0.093596147,-0.124093761,-0.265542028,-0.101300712,"data,analytics"
